,הליכוד,יש עתיד,שס,כחול לבן,ימינה,העבודה,יהדות התורה,ישראל ביתנו,הציונות הדתית,הרשימה המשותפת,תקווה חדשה,מרצ,"רע""מ"
מנות,66680.75,68234.66666666667,63201.6,58451.4,68459.0,67191.75,62097.75,62092.5,56410.25,53145.75,52290.25,67406.0,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,16,9,5,5,5,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,66680.75,68234.66666666667,63201.6,58451.4,54767.2,67191.75,62097.75,62092.5,56410.25,53145.75,52290.25,67406.0,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,16,10,5,5,5,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,66680.75,61411.2,63201.6,58451.4,54767.2,67191.75,62097.75,62092.5,56410.25,53145.75,52290.25,67406.0,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,16,10,5,5,5,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,66680.75,61411.2,63201.6,58451.4,54767.2,67191.75,62097.75,62092.5,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,16,10,5,5,5,5,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,66680.75,61411.2,63201.6,58451.4,54767.2,53753.4,62097.75,62092.5,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,17,10,5,5,5,5,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,62758.35294117647,61411.2,63201.6,58451.4,54767.2,53753.4,62097.75,62092.5,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,17,10,6,5,5,5,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,62758.35294117647,61411.2,52668.0,58451.4,54767.2,53753.4,62097.75,62092.5,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,18,10,6,5,5,5,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,59271.77777777778,61411.2,52668.0,58451.4,54767.2,53753.4,62097.75,62092.5,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,18,10,6,5,5,5,5,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,59271.77777777778,61411.2,52668.0,58451.4,54767.2,53753.4,49678.2,62092.5,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,18,10,6,5,5,5,5,5,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,59271.77777777778,61411.2,52668.0,58451.4,54767.2,53753.4,49678.2,49674.0,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,18,11,6,5,5,5,5,5,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,59271.77777777778,55828.36363636364,52668.0,58451.4,54767.2,53753.4,49678.2,49674.0,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,19,11,6,5,5,5,5,5,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,56152.21052631579,55828.36363636364,52668.0,58451.4,54767.2,53753.4,49678.2,49674.0,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,19,11,6,6,5,5,5,5,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,56152.21052631579,55828.36363636364,52668.0,48709.5,54767.2,53753.4,49678.2,49674.0,56410.25,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,19,11,6,6,5,5,5,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,56152.21052631579,55828.36363636364,52668.0,48709.5,54767.2,53753.4,49678.2,49674.0,45128.2,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,20,11,6,6,5,5,5,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,53344.6,55828.36363636364,52668.0,48709.5,54767.2,53753.4,49678.2,49674.0,45128.2,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,20,12,6,6,5,5,5,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,53344.6,51176.0,52668.0,48709.5,54767.2,53753.4,49678.2,49674.0,45128.2,53145.75,52290.25,50554.5,55688.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,20,12,6,6,5,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,53344.6,51176.0,52668.0,48709.5,54767.2,53753.4,49678.2,49674.0,45128.2,53145.75,52290.25,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,20,12,6,6,6,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,53344.6,51176.0,52668.0,48709.5,45639.333333333336,53753.4,49678.2,49674.0,45128.2,53145.75,52290.25,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,20,12,6,6,6,6,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,53344.6,51176.0,52668.0,48709.5,45639.333333333336,44794.5,49678.2,49674.0,45128.2,53145.75,52290.25,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,21,12,6,6,6,6,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,50804.380952380954,51176.0,52668.0,48709.5,45639.333333333336,44794.5,49678.2,49674.0,45128.2,53145.75,52290.25,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,21,12,6,6,6,6,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,50804.380952380954,51176.0,52668.0,48709.5,45639.333333333336,44794.5,49678.2,49674.0,45128.2,42516.6,52290.25,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,21,12,7,6,6,6,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,50804.380952380954,51176.0,45144.0,48709.5,45639.333333333336,44794.5,49678.2,49674.0,45128.2,42516.6,52290.25,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,21,12,7,6,6,6,5,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,50804.380952380954,51176.0,45144.0,48709.5,45639.333333333336,44794.5,49678.2,49674.0,45128.2,42516.6,41832.2,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,21,13,7,6,6,6,5,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,50804.380952380954,47239.38461538462,45144.0,48709.5,45639.333333333336,44794.5,49678.2,49674.0,45128.2,42516.6,41832.2,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,22,13,7,6,6,6,5,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
מנות,48495.09090909091,47239.38461538462,45144.0,48709.5,45639.333333333336,44794.5,49678.2,49674.0,45128.2,42516.6,41832.2,50554.5,41766.0,34883.0,17346.0,1309.0,1291.0,1189.0,811.0,729.0,663.0,592.0,514.0,486.0,463.0,443.0,441.0,429.0,429.0,408.0,395.0,395.0,385.0,256.0,253.0,226.0,220.0,196.0,0.0
חלוקה,22,13,7,6,6,6,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
סיכום
הליכוד,22
יש עתיד,13
שס,7
כחול לבן,6
ימינה,6
העבודה,6
יהדות התורה,5
ישראל ביתנו,5
הציונות הדתית,5
הרשימה המשותפת,5
תקווה חדשה,5
מרצ,5
"רע""מ",4
הכלכלית,1
רפא,1
הפיראטים,1
אני ואתה,1
התקווה לשינוי,1
המפץ החברתי,1
משפט צדק,1
צומת,1
עם שלם,1
סדר חדש,1
"קמ""ה",1
אפשרי,1
הלב היהודי,1
עצמנו,1
"הגוש התנ""כי",1
עולם חדש,1
ברית השותפות,1
הישראלים,1
שמע,1
דעם,1
מנהיגות חברתית,1
מען,1
חץ,1
אנחנו,1
כבוד האדם,1
דמוקרטית,1
"סה""כ",120
